main_category,title,average_rating,rating_number,features,description,price,store,categories,details,parent_asin
Home Audio & Theater,Monoprice 104774 50-Feet Premier Series XLR Female to 1/4-Inch TRS Male 16AWG Cable Black,4.7,2009,"['Balanced cables have a separate braided shield to provide additional resistance to interference without modulating the interference into the signal.', 'Prevents ground loop issues.', 'XLR to 1/4 TRS balanced pro audio cables provide high fidelity and eliminate noise in the recording studio and on the stage.', 'Our new Permier Series cables up the ante in terms of construction quality and performance.']","['Monoprice\'s line of Professional Audio cables brings you high performance cables at rock bottom prices. . Whether you\'re connecting broadcast equipment instruments for your band or your high end entertainment system Monoprice has the interconnect cables for you. Balanced audio cables utilize impedance balanced lines that reduce EM and RF noise and extend the effective range of the cable run. Additionally unlike standard unbalanced RCA interconnects that utilizes their braid as a signal return balanced cables have a separate braided shield to provide additional resistance to interference without modulating the interference into the signal. This prevents ground loop issues. XLR to 1/4"" TRS balanced pro audio cables provide high fidelity and eliminate noise in the recording studio and on the stage. Our new Premier Series cables up the ante in terms of construction quality and performance.']",29.84,Monoprice,"['Musical Instruments', 'Live Sound & Stage', 'Stage & Studio Cables', 'Microphone Cables']","{""Brand"": ""Monoprice"", ""Connector Type"": ""Hdmi to Dvi"", ""Cable Type"": ""XLR"", ""Compatible Devices"": ""Musical Instrument"", ""Special Feature"": ""Braided"", ""Product Dimensions"": ""8.3 x 8.2 x 3.5 inches; 1 Pounds"", ""Item model number"": ""104774"", ""Department"": ""XLR Female to 1, 4 inch Male"", ""Date First Available"": ""March 4, 2009"", ""Manufacturer"": ""Monoprice Inc."", ""Country of Origin"": ""China""}",B0BM71QK8M
Musical Instruments,"Pick Geek Guitar Picks, 51 Premium Picks (Plectrums) For Your Electric, Acoustic, or Bass Guitar - MEDIUM Thickness - Gifted in a Unique Pick Bag - Includes FREE Wedgie Pick Holder",4.8,2007,"['♪🎵 QUALITY FIRST: Amongst the best quality guitar picks available, Pick Geek guitar picks have been designed by choosing premium quality celluloid and delrin (tortex) thermoplastics allowing the true voice and clarity of your acoustic, bass, or electric guitar to come to the fore', ""🎸 INCREDIBLE VARIETY: Your package includes 50 premium quality Pick Geek guitar picks in 14 stunning colour designs, all in MEDIUM thickness + 1 unique Pick Geek linen draw-string bag holder with real leather tag + 1 FREE bonus steel collector's guitar pick + 1 FREE Pick Geek wedgie pick holder"", '🎵♪ PRACTICAL & INNOVATIVE: Pick Geek combines unique design and practical needs with its luxury designed linen bag that fits easily into your pocket or into your guitar case, keeping your picks safely stored in one place', '🎸 A PERFECT GIFT! We’re not skimping on packaging as each Pick Geek guitar pick set is being shipped to you in a stunningly designed natural Kraft gift box, making it a ready-made gift for your family or friends', ""♪🎵 CUSTOMER SATISFACTION GUARANTEED: You're making a great decision choosing our company. We love our customers and will endeavour to provide you with a quality product and excellent support service, or your money back. It’s that simple. Add your Pick Geek linen bag pick set to the checkout and experience our quality customer service, backed with a Five Year, Free Replacement, No-hassle, Guarantee""]","['IÕve Tried ÕEm All, But These Are The Picks I Use With My Own Guitars. Do you find that your picks, especially your favorite ones, get lost easily? Or maybe your picks break or crack? Or perhaps youÕve purchased picks before and you end up NOT getting an equal number of sizes/thicknesses? The Pick Geek 51 guitar pick set consists of 51 medium thickness premium quality guitar picks, offered in two complimentary choice materials (Delrin/Tortex and Celluloid), with eight different colors, gifted in a stunning linen pick holder bag, making it an easy option for gifting. So put an end to losing your favorite picks, and donÕt waste more time and money on substandard materials. Pick Geek only use premium quality Celluloid and Delrin, and every set is handpicked, ensuring the variety promised will be the variety you will receive. Your Pick Geek 51 pick set includes one pick holder bag + 25 Celluloid picks in 4 stunning color designs and in medium thickness + 25 Delrin picks in 4 different color designs + 1 bonus steel pick. Pick Geek offers a free-replacement, no hassles guarantee, and fast support. To get yours, simply click on the orange button at the top right of the page.']",15.99,Pick Geek,"['Musical Instruments', 'Instrument Accessories', 'Guitar & Bass Accessories', 'Picks & Pick Holders', 'Picks']","{""Item Weight"": ""2.12 ounces"", ""Product Dimensions"": ""3.15 x 0.79 x 3.94 inches"", ""Item model number"": ""7"", ""Best Sellers Rank"": {""Musical Instruments"": 4679, ""Guitar Picks & Bass Picks"": 184}, ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""March 31, 2016"", ""Compatible Devices"": ""Guitar"", ""Guitar Pick Thickness"": ""Medium"", ""Material Type"": ""Linen,Leather"", ""Size"": ""51 MEDIUM Picks"", ""Material"": ""Linen,Leather"", ""Brand"": ""Pick Geek""}",B012P7NEW6
All Electronics,for Boss 9V PSA Adapter Guitar Pedal Power Supply for Boss PSA-120S ME-80 ME-70 ME-25 ME-50B GT-100 GT-1 GT-10 AD-10 BR-80 BR-600 DB-88 DB-90 CE-2B BOSS Mini Katana RE-20 RC-1 RC-3 DS-2,4.6,2007,"['Compatibility: This 9v power supply for guitar pedals is widely compatible with BOSS , Roland , Distortion, Casio Keyboard, Behringer, DigiTech, Jim Dunlop, MXR, Nobels, NUX, TC Electronic, Xotic, Zoom Effects Pedals, Boss PSA-120S,DS-1 RC-1 RC-3 TU-2 TU-3 SD-1 RV-5 RV-6 DD-3 DD-7 DD-20 ME-50 ME-80 GT-10 HM-2 GT-1B GT-100 GT-1 GT-10 AD-10 BR-80 BR-600 DB-88 DB-90 CE-2B BOSS Mini Katana RE-20 RC-1 RC-3 DS-2 and more.', 'Save Your Batteries: Working as a replacement for Boss PSA Adapter 9V DC Series, PSA-100 PSA-100S PSA-120 PSA-120S PSA-120S2 PSA-120T PSA-220S PSA-230 PSA-230S PSA-240.', '9V Power Supply Specs: Input:100-240V 50-60Hz; Output:9V 1A (0.1A~ 1000mA) DC Plug: 5.5mm x 2.1mm, Center Negative. Cable Cord Long: 5.9 feet.', 'All-Round Protection: UL Listed designed with short-circuit protection, over-voltage protection, and many more advanced safety features to give you peace of mind when using this dc 9v power cord.', 'What You Get: VHBW 9v dc power supply, welcome guide, 18-month warranty, and friendly customer service.']",[],9.99,WUKUR,"['Musical Instruments', 'Instrument Accessories', 'Keyboard Accessories', 'Power Supplies']","{""Product Dimensions"": ""2.95 x 1.89 x 1.54 inches"", ""Item Weight"": ""3.17 ounces"", ""Best Sellers Rank"": {""Musical Instruments"": 216, ""Keyboard Power Supplies"": 4}, ""Date First Available"": ""April 15, 2020"", ""Manufacturer"": ""WUKUR"", ""Brand"": ""WUKUR"", ""Connectivity Technology"": ""\u6709\u7ebf"", ""Connector Type"": ""Barrel Connector"", ""Compatible Devices"": ""9V Power Supply for BOSS Zoom Guitar Multi Effects Pedal Casio Keyboard - 1000mA Power Supply, UL Listed, Center Negative9V Power Supply for BOSS Zoom Guitar Multi Effects Pedal Casio Keyboard - 1000mA Power Supply, UL Listed, Center Negative  See more"", ""Included Components"": ""cable"", ""Input Voltage"": ""9 Volts"", ""Amperage"": ""1 Amps"", ""Specification Met"": ""UL"", ""Material"": ""Plastic"", ""Output Voltage"": ""9 Volts""}",B087JJ1JHX
All Electronics,PRORECK Party 15 Portable 15-Inch 2000 Watt 2-Way Powered PA Speaker System Combo Set with Bluetooth/USB/SD Card Reader/FM Radio/Remote Control/LED Light,4.6,2007,"['Portable 15-Inch 2000 Watt P.M.P.O 2-Way Powered Dj/PA Speaker System includes an active speaker, a passive speaker, two speaker stands, a wired mic, a speakon cable, a power cable and a remote control.', 'Mutil-function design: The powered system set features BLUETOOTH/FM radio/USB DRIVE/SD CARD functions. Instantly pair with iPhone,iPod, iPad, android devices, etc. Simply insert USB drive/SD CARD to playback songs. And it is also have built-in FM radio for you to enjoy your favorite FM radio stations. You can also use the remote control to switch mode, play/pause, switch to previous/next song, increase/decrease volume from up to 20 feet;', '200-Watt RMS, 2000 Watts P.M.P.O; 15"" Woofer with 1.35"" Titanium Diaphragm Compression Driver; Built-in equalizer, Digital LCD Display.', ""1/4'' Mic and RCA Line Inputs and Output as well as speakon output. Built-in LED lights with 4 colors ensure a brilliant light show"", 'Convenient to transport: Side handles and top handle allows you to move conveniently. It also has 2 transport wheels for easy mobility.']",[],339.99,PRORECK,"['Musical Instruments', 'Studio Recording Equipment']","{""Product Dimensions"": ""30 x 19 x 29 inches"", ""Item Weight"": ""81.6 Pounds"", ""Item model number"": ""PARTY 15"", ""Best Sellers Rank"": {""Musical Instruments"": 817, ""Music Recording Equipment"": 342}, ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""September 17, 2015"", ""Manufacturer"": ""PRORECK AUDIO"", ""Country of Origin"": ""China"", ""Speakers Maximum Output Power"": ""2000 Watts"", ""Brand"": ""PRORECK"", ""Model Name"": ""PARTY 15"", ""Speaker Type"": ""Woofer"", ""Connectivity Technology"": ""RCA, Bluetooth, USB"", ""Special Feature"": ""Usb Port, Radio, LED Lights, Display""}",B015GTG454
Musical Instruments,"EastRock Double Row Tambourines,Metal Jingles Hand Held Percussion-Half Moon Tambourine for Kids, Adults, KTV, Party",4.7,2005,"['High-quality Materials- This EASTROCK double-row tambourine is made of high-quality environmentally friendly ABS material, which is strong and durable. The bell is made of stainless steel, waterproof, wear-resistant and drop-proof. It can produce a crisp and pleasant sound', 'Unique Design- This tambourine adopts a semi-circular arc appearance and a concave-convex handle design, which is non-slip and wear-resistant, stable and firm, the tambourine is not easy to slip by hands. The edge of the bell is curled, which does not hurt your hands, you can use this tambourine with confidence', 'Easy to use- The tambourine is a common musical enlightenment instrument, without any musical foundation, you can easily control this tambourine music instrument, it is simple and convenient to use, you only need to tap it, or shake it with one hand, it can make clear and crisp sound. There are a variety of colors for you to choose, you can enjoy a colorful and multi-tone life', 'Widely Used- This Tambourine makes a great gift and can be used in a variety of settings, including classrooms, KTV，bands, and orchestras. It is suitable for music enlightenment education, and it is a great gift for children and adults. you can enjoy the fun of music with your family and friends', 'Superior Service- We will provide you with cost-effective professional packaging and transportation and friendly customer service. If you have any questions, you can contact us at any time, and we will do our best to provide you with quality service']",[],21.99,EASTROCK,"['Musical Instruments', 'Drums & Percussion', 'Hand Percussion', 'Tambourines']","{""Item Weight"": ""2.43 pounds"", ""Package Dimensions"": ""10.2 x 8.31 x 5.94 inches"", ""Best Sellers Rank"": {""Musical Instruments"": 320, ""Tambourines"": 2}, ""Date First Available"": ""September 19, 2019"", ""Body Material"": ""abs,stainless steel"", ""Color Name"": ""3pack-Black blue WHITE"", ""Material Type"": ""Stainless Steel, Metal, Acrylonitrile Butadiene Styrene"", ""Color"": ""3pack-Black blue WHITE"", ""Brand"": ""EASTROCK"", ""Material"": ""Stainless Steel, Metal, Acrylonitrile Butadiene Styrene"", ""Model Name"": ""1""}",B07Y49BPMY
Musical Instruments,Sennheiser Professional HD 25 LIGHT On-Ear DJ Headphones,4.6,2005,"['Closed, supra-aural DJ mixing headphones for use in high-noise environments', 'Excellent sound reproduction: emphasized bass and lifted treble', 'Lightweight and comfortable, even if used for long periods of time', 'Extremely rugged, made for daily use', 'Capable of handling very high sound pressure levels']","['On-ear closed back headphones for studio and live sound, delivering the classic sound of the HD25 but with an elegant, simplified headband and a straight cable (1.5m).']",99.95,Sennheiser Pro Audio,"['Musical Instruments', 'Electronic Music, DJ & Karaoke', 'DJ Equipment', 'DJ Headphones']","{""Item Weight"": ""120 Grams"", ""Product Dimensions"": ""9.64 x 7.36 x 3.3 inches"", ""Item model number"": ""508664"", ""Best Sellers Rank"": {""Musical Instruments"": 2104, ""DJ Headphones"": 6}, ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""March 9, 2016"", ""Color Name"": ""Black"", ""Connector Type"": ""3 5mm Jack"", ""Size"": ""HD 25 Light"", ""Units"": ""1.0 Count"", ""Number Of Items"": ""1"", ""Brand"": ""Sennheiser Pro Audio"", ""Model Name"": ""HD 25 Light"", ""Color"": ""Black"", ""Form Factor"": ""Over Ear"", ""Connectivity Technology"": ""Wired""}",B09C1BN6LL
Sports & Outdoors,SKB Cases ATA Hard Plastic Golf Bag Storage Traveling Case with Wheels and Reliable Secure Latches,4.6,2004,"['Keep your golf clubs safe when traveling with a case that is compatible with new golf bag designs featuring protruding top molded handles', 'Made from ultra-high molecular weight polyethylene to ensure ultimate protection of belongings; Dimensions (L x W x H): 51.12 x 14.50 x 17.00 inches', 'Equipped with TSA Locking System for ease of travel; Perfect-Match valance bending system provides a tight fit to prevent dirt, dust, and moisture', 'Capable of accepting drivers up to 49-inches in length; Patented industrial strength latches for superior closure and overall latched security', 'Designed with quiet, smooth inline skate-style wheels for easy portability; Material: Polyethylene; Color: Black']",[],349.95,SKB,"['Musical Instruments', 'Live Sound & Stage', 'Monitors, Speakers & Subwoofers', 'Bags, Cases & Covers']","{""Item Package Dimensions L x W x H"": ""52 x 17.5 x 17.25 inches"", ""Package Weight"": ""17.5 Pounds"", ""Brand Name"": ""SKB"", ""Warranty Description"": ""Lifetime"", ""Model Name"": ""2SKB-SPXL"", ""Color"": ""Black (X-Large)"", ""Material"": ""Polypropylene"", ""Suggested Users"": ""Unisex-adult"", ""Manufacturer"": ""SKB"", ""Part Number"": ""2SKB-SPXL"", ""Model Year"": ""2022"", ""Style"": ""Extra Large"", ""Included Components"": ""SKB ATA Staff Pro XL Golf Case"", ""Size"": ""X-Large"", ""Best Sellers Rank"": {""Sports & Outdoors"": 16872, ""Speaker Bags, Cases & Covers"": 3, ""Golf Travel Covers"": 18, ""Music Recording Equipment"": 504}, ""Date First Available"": ""July 7, 2022"", ""Brand"": ""SKB"", ""Number of Dividers"": ""3""}",B0BZXD58GX
Musical Instruments,"JIM DUNLOP Heavy Celluloid Guitar Pick Variety Pack, 12 Pack",4.8,2003,"['Product Type :Instrument Parts And Accessories', 'Package Dimensions :0.203 Cm L X7.62 Cm W X11.43 Cm H', 'Country Of Origin :United States', 'Package Quantity :1', 'Model Number: PVP107']","['JIM DUNLOP Heavy Celluloid Guitar Pick Variety Pack, 12 Pack']",8.99,JIM DUNLOP,"['Musical Instruments', 'Instrument Accessories', 'Guitar & Bass Accessories', 'Picks & Pick Holders', 'Picks']","{""Item Weight"": ""0.493 ounces"", ""Product Dimensions"": ""4 x 2.5 x 0.25 inches"", ""Item model number"": ""PVP107"", ""Best Sellers Rank"": {""Musical Instruments"": 3113, ""Guitar Picks & Bass Picks"": 134}, ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""November 3, 2016"", ""Color Name"": ""Multi-Color"", ""Compatible Devices"": ""Guitar"", ""Guitar Pick Thickness"": ""Thick"", ""Material Type"": ""Celluloid"", ""Size"": ""Heavy"", ""Color"": ""Multi-Color"", ""Material"": ""Celluloid"", ""Brand"": ""JIM DUNLOP""}",B0B59DLBMD
Musical Instruments,"Zoom H6 6-Track Portable Recorder, Stereo Microphones, 4 XLR/TRS Inputs, Records to SD Card, USB Audio Interface, Battery Powered, for Stereo/Multitrack Audio for Video, Podcasting, and Music",4.7,2002,"['Direct recording to SD cards up to 128GB.Display 2.0-Inch full color LCD (320 x 240 pixels)', 'Gain knobs, pads, and Phantom power for each input', 'Newly redesigned preamps with an ultra-low noise floor, up to 24-bit/96kHz audio in WAV or MP3 format', 'Mountable directly to DSLR or camcorder with optional hs-01 Hot shoe mount adapter. Multichannel and stereo USB Audio Interface for PC/Mac/iPad', 'Includes: Owners manual, SD card (2 GB), xyh-6 x/Y capsule, msh-6 MS capsule, AA size LR6 battery x4, USB cable, sponge windscreen, Cubase LE software, case']",['Zoom H6 6-track portable digital recorder.'],None,Zoom,"['Musical Instruments', 'Studio Recording Equipment', 'Portable Recorders']","{""Item Weight"": ""0.62 Pounds"", ""Product Dimensions"": ""3.06 x 1.88 x 6.02 inches"", ""Item model number"": ""H6"", ""Batteries"": ""4 AA batteries required. (included)"", ""Best Sellers Rank"": {""Musical Instruments"": 533, ""Portable Studio Recorders"": 2}, ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""June 20, 2013"", ""Color Name"": ""MultiColored"", ""Compatible Devices"": ""Personal Computer"", ""Hardware Interface"": ""USB 2.0"", ""Speaker Size"": ""6"", ""Battery type"": ""Alkaline"", ""Color Screen"": ""No"", ""Compatible Phone Models"": ""phone"", ""Media Format"": ""MP3 Audio, WAV"", ""Standing screen display size"": ""2"", ""Brand"": ""Zoom"", ""Microphone Form Factor"": ""Built-In"", ""Format"": ""MP3 Audio, WAV"", ""Headphones Jack"": ""2.5 millimeters"", ""Number of Batteries"": ""4 AA batteries required. (included)"", ""Item Dimensions LxWxH"": ""3.06 x 1.88 x 6.02 inches"", ""Memory Storage Capacity"": ""128 GB""}",B086RHFW8Q
Cell Phones & Accessories,LTGEM Storage Travel Protective Carrying Case for Audio-Technica ATH-M50X/M30x/M20X/M20xBT/M40x/M50xBT2/M60X/M70X/ATH-M50xSTS XLR Professional Studio Monitor Headphones(Black+Black),4.7,1998,"['PERFECT FIT: We\'ve specifically designed the case to fit your Audio-Technica ATH-M50X/M30x/M20X/M20xBT/M40x/M50xBT2/M60X/M70X/ATH-M50xSTS XLR Professional Studio Monitor Headphones. OUTER DIMENSIONS: 7.7"" L – 6.2"" W – 4.5"" H.', 'CONVENIENT DESIGN:Comes with comfortable hand strap to carry easily, Inner Mesh pocket design perfectly for accessories, Smooth but strong 360 degree zipper for easy Opening and Closing.', '100% SAFE: High quality EVA material is Semi-waterproof, Shockproof and Durable to protect your Headphone from impacts and splashes.', 'TRAVEL PARTNER: This hard case for Headphone is lightweight and compact to fit in your backpack, carry-on or luggage for improved traveling protection.', 'For SALE: One case Only! ( The Headphones is not included ) Backed by 100% Money back Guarantee if there is quality problems, Risk-free buy.']",[],16.99,LTGEM,"['Musical Instruments', 'Studio Recording Equipment', 'Headphone & In-Ear Audio Monitors', 'Headphones']","{""Package Dimensions"": ""9.4 x 6.3 x 4.7 inches"", ""Item Weight"": ""8 ounces"", ""Item model number"": ""CS411"", ""Best Sellers Rank"": {""Musical Instruments"": 8361, ""Recording Headphone Audio Monitors"": 32}, ""Special features"": ""Heavy Duty Protection, Waterproof, Lightweight"", ""Other display features"": ""Speakers"", ""Form Factor"": ""Case"", ""Color"": ""Black"", ""Manufacturer"": ""LTGEM"", ""Date First Available"": ""April 29, 2019"", ""Brand"": ""LTGEM"", ""Compatible Devices"": ""Headphones"", ""Shell Type"": ""Hard""}",B07VQ6ND1D
Musical Instruments,"Guitar Slide, Set of 1 Glass Slide, 1 Steel Slide and 1 Brass Guitar Slide, Bonus 6 Pcs Guitar Picks, and 4 Finger Picks",4.6,1998,"['Solid brass slide: Provide treble and more stable bass, for longer stretches and full tone.', '304 stainless steel guitar slide: Made of 304 stainless steel, provide great resonance, good intonation, and a clear bright sound.', 'Borosilicate glass guitar slide feature: Made from high quality boron silicate, heat treated and annealed for smooth performance, smooth, sturdy and durable. Accentuate the middle harmonics of your sound, and provide warm, silky bluesy slide sounds, suitable for slide guitar, acoustic guitar and bass.', 'Glass/ steel/ brass slides diameter (approx.): Inner: 0.82 inch /2.1cm; Outer: 0.99 inch/2.5cm; length (approx.): 2.36 inch/ 6 cm.', 'Convenient to carry: Come with a gift box, you can just choose the combination you need to carry. Package included: 1 glass guitar slide, 1 steel slide and 1 brass slide, 6 pcs cool guitar picks, 3 celluloid finger picks, 1 celluloid thumb pick and 1 gift box.']","['Get Various Kind of Guitar Slide in One Set!', 'Three kinds of slide, including glass slide, steel slide and brass slide, you can choose the suitable slide for your need and enjoy the different and beautiful sound.', 'Features', 'Solid brass slide: Provide treble and more stable bass, for longer stretches and full tone.  304 stainless steel slide: Provide great resonance, good intonation, and a clear bright sound.  Borosilicate glass guitar slide: Accentuate the middle harmonics of your sound, and provide warm, silky bluesy slide sounds.', 'Celluloid Finger Picks Style Playing', 'Package includes a thumb pick and 3 finger picks suitable for playing bass, guitar, banjo, ukulele or almost any stringed instrument.', 'Cool Celluloid Picks Set', 'Celluloid is a premier pick material, providing the traditional feel and a warm, round musical tone. These celluloid guitar picks are wonderful accessory for your acoustic or electric guitar, ukulele and more.', 'Package included:', '1 x Brass slide 1 x Steel slide 1 x Glass slide 6 x guitar picks  3 x finger picks 1 x thumb pick 1 x gift box', 'Note:', 'Better to keep the bubble film surround the glass slide when you take it out Avoid falling down Avoid strong collision']",14.56,Be Valiant,"['Musical Instruments', 'Instrument Accessories', 'Guitar & Bass Accessories', 'Slides']","{""Item Weight"": ""5.9 ounces"", ""Package Dimensions"": ""4.65 x 4.06 x 1.57 inches"", ""Item model number"": ""4348084609"", ""Best Sellers Rank"": {""Musical Instruments"": 484, ""Guitar Slides"": 1}, ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""March 14, 2018"", ""Color Name"": ""glass slide, steel slide and brass slide"", ""Compatible Devices"": ""Guitar, Ukulele, Banjo"", ""Material Type"": ""glass, Stainless Steel, Brass"", ""Size"": ""3pcs"", ""Color"": ""glass slide, steel slide and brass slide"", ""Material"": ""glass, Stainless Steel, Brass"", ""Brand"": ""Be Valiant""}",B07CTDDZJM
Musical Instruments,"Musician's Practice Glove - 1 Glove - Finger & Hand Issues (XX-Small, Black)",4.2,1995,"['MUSICIAN’S PRACTICE GLOVE for UNIQUE CONDITIONS and CIRCUMSTANCES. Fits either hand', 'PLAY THROUGH finger pain, blisters, cuts, sweat, arthritis, allergies and much more!', 'EXTENDS PLAYING TIME, perfect for the ON/OFF player & beginners developing calluses', 'FOR OUTDOOR GIGS! Warmth in cold OR moisture-wicking comfort in hot/ humid climates!', 'LIKE A SECOND SKIN - seamless woven super thin nylon, flexible & soft. See sizing below']",[],11.99,Musician's Practice Glove,"['Musical Instruments', 'Instrument Accessories', 'Guitar & Bass Accessories', 'Straps & Strap Locks', 'Straps']","{""Item Weight"": ""0.64 ounces"", ""Product Dimensions"": ""11 x 5 x 0.25 inches"", ""Country of Origin"": ""China"", ""Item model number"": ""0000"", ""Best Sellers Rank"": {""Musical Instruments"": 2820, ""Guitar Straps"": 60}, ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""January 17, 2018"", ""Color Name"": ""Black"", ""Material Type"": ""Nylon"", ""Size"": ""XX-Small""}",B08C9YWGNM
Musical Instruments,Glory Reeds Clarinet Reed size# 3,4.5,1993,"['New with good quality', '1 Box contains 10 Reeds same Size', 'Compatible to all Brands of Bb Clarinet']","['Glory Reeds are Suitable for Students,Intermediates and Professional Players. It meets Worldwide Standards and also Approved by Customers,Teachers and Musicians.']",12.99,GLORY,"['Musical Instruments', 'Instrument Accessories', 'Wind & Woodwind Accessories', 'Reeds', 'Clarinet']","{""Item Weight"": ""1.58 ounces"", ""Product Dimensions"": ""3.8 x 3 x 0.4 inches"", ""Item model number"": ""RC-3A"", ""Best Sellers Rank"": {""Musical Instruments"": 914, ""Clarinet Reeds"": 7}, ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""October 31, 2014"", ""Color Name"": ""Size: 3"", ""Color"": ""Size: 3"", ""Brand"": ""GLORY"", ""Style"": ""Modern"", ""Item Dimensions LxWxH"": ""3.8 x 3 x 0.4 inches"", ""Finish Type"": ""Polished""}",B00P27DDIC
Musical Instruments,Sennheiser HD 205-II Studio Grade DJ Headphones (Black/Grey),4.1,1993,"[""Best rotatable ear cups for DJ's"", 'Earpads are field replaceable and easy to clean', 'Smooth audio reproduction with deep bass', 'Rotable padded ear cup for comforatable single ear listening', 'Perfect for DJ or studio use', 'Outstanding shielding of ambient noise', 'Rugged construction takes a beating on the road', 'Includes protective storage pouch for safe transport']","[""Studio-grade, detailed audio with incredible reproduction of frequencies high to low; Sennheiser's HD205 II headphones offer brilliant shielding of ambient noise to keep out unwanted distraction from your listening experience. Featuring a rotatable ear cup, comfortable earpad connection and single-sided cable; the HD205 headphones are pro-level option for both DJ's and home recording. Sennheiser HD205 II Features Rotatable padded ear-cup for comfortable, single-ear listening Perfect for DJ or studio use Outstanding shielding of ambient noise Hypo-allergenic earpads are field-replaceable and easy to clean Rugged construction takes a beating on the road Dynamic, smooth audio reproduction with deep bass extension Protective pouch and 1/4 inch adapter included Built-tough with a 2 YEAR warranty. Unlike competitive models, the earcup rotates while maintaining earpad contact on your head for stability and comfort without leaking noise into adjacent microphones. The HD205 II comes with a convenient protective pouch and locking 1/4 inch adapter for storage and transportation. AmericanMusical is an authorized dealer of Sennheiser products.""]",74.95,Sennheiser Consumer Audio,"['Musical Instruments', 'Electronic Music, DJ & Karaoke', 'DJ Equipment', 'DJ Headphones']","{""Item Weight"": ""206 Grams"", ""Product Dimensions"": ""10 x 4 x 9 inches"", ""Item model number"": ""504292"", ""Best Sellers Rank"": {""Musical Instruments"": 38003, ""DJ Headphones"": 43}, ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""April 9, 2007"", ""Color Name"": ""Black"", ""Connector Type"": ""3.5mm Jack"", ""Size"": ""2.3"", ""Color Screen"": ""No"", ""Number Of Items"": ""1"", ""Brand"": ""Sennheiser Consumer Audio"", ""Model Name"": ""DJ-Style; Noise-Cancelling-Feature"", ""Color"": ""Black"", ""Form Factor"": ""Over Ear"", ""Connectivity Technology"": ""Wired""}",B000BFZQVW
Musical Instruments,D'Addario Guitar Dock,4.5,1992,"['Lightweight, compact, and portable', 'Easy to use, adjustable clamp with ergonomic knob', 'Durable over-mold protects instrument and clamping surface', '360 degree rotation allows mounting at any angle', 'Easily stores in most instrument cases and gig bags']","['The Guitar Dock by D’Addario/Planet Waves allows you to turn any surface with a flat edge into a secure instrument stand. When a conventional stand is unavailable or inconvenient, the Guitar Dock will protect your instrument from falls by clamping to most tables, chairs, work benches, consoles, and amps.']",11.99,D'Addario Accessories,"['Musical Instruments', 'Instrument Accessories', 'Guitar & Bass Accessories', 'Stands, Hangers & Racks', 'Stands', 'Single']","{""Item Weight"": ""3.2 ounces"", ""Product Dimensions"": ""5 x 1 x 8.5 inches"", ""Domestic Shipping"": ""Item can be shipped within U.S."", ""International Shipping"": ""This item can be shipped to select countries outside of the U.S.  Learn More"", ""Country of Origin"": ""USA"", ""Item model number"": ""PW-GD-01"", ""Best Sellers Rank"": {""Musical Instruments"": 1889, ""Stands for Single Guitars & Basses"": 18, ""Guitar Cleaning & Care Products"": 28, ""Guitar Straps"": 40}, ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""November 1, 2013"", ""Color Name"": ""Dock"", ""Musical Style"": ""US""}",B097FMTZCP
